"","tilTemra_001","tilTemra_002","tilTemra_003","pTemra_004","pTemra_005","pTemra_006"
"XLOC_000644",0,0,0,0,0,9.98222578764767
"XLOC_000651",0,55.6904682867127,0,0,49.2343238078002,0
"XLOC_000655",3.24037034920393,0,84.102862656344,5.53361605646573,0,2.722425214813
"XLOC_000660",0,0,29.8786485752801,0,0,34.4840527209647
"XLOC_000665",52.9260490369975,0,0,27.6680802823286,0.911746737181485,0
"XLOC_000670",0,11.7806759837277,3.31984984169779,0,10.0292141089963,1.81495014320867
"XLOC_000681",0,110.30996602945,2.21323322779853,0,5.47048042308891,0.907475071604333
"XLOC_000688",0,27.8452341433564,0,0.922269342744288,37.3816162244409,0
"XLOC_000693",0,14.9935876156534,1.10661661389926,0,19.1466814808112,0.907475071604333
"XLOC_000694",9.72111104761179,0,0,7.3781547419543,1.82349347436297,0
"XLOC_000706",55.0862959364668,0,0,48.8802751654472,0,0.907475071604333
"XLOC_000717",16.2018517460196,0,0,10.1449627701872,0,0
"XLOC_000733",48.6055552380589,0,0,44.2689284517258,0,0.907475071604333
"XLOC_000754",6.48074069840786,1.07097054397524,2.21323322779853,4.61134671372144,0.911746737181485,2.722425214813
"XLOC_000770",110.172591872934,2.14194108795049,0,5.53361605646573,2.73524021154445,0
"XLOC_000775",24.8428393438968,0,0,31.3571576533058,0,0
"XLOC_000797",0,0,39.8381981003735,0,0,38.113953007382
"XLOC_000810",0,34.2710574072078,0,0,34.6463760128964,0
"XLOC_000823",0,0,14.3860159806904,0,0,8.167275644439
"XLOC_000830",0,0,24.3455655057838,0,0,21.779401718504
"XLOC_000838",0,9.6387348957772,0,0,1.82349347436297,0
"XLOC_000841",0,0,27.6654153474816,2.76680802823286,0,14.5196011456693
"XLOC_000843",0,32.1291163192573,2.21323322779853,0.922269342744288,21.8819216923556,2.722425214813
"XLOC_000846",0,0,15.4926325945897,0,0,5.444850429626
"XLOC_000854",0,19.2774697915544,130.580760440113,0,14.5879477949038,26.3167770765257
"XLOC_000857",0,2.14194108795049,0,0,1.82349347436297,18.1495014320867
"XLOC_000862",0,5.35485271987622,0,0,46.4990835962557,0
"XLOC_000864",2.16024689946929,3.21291163192573,0,2.76680802823286,2.73524021154445,0
"XLOC_000865",0,5.35485271987622,0,1.84453868548858,2.73524021154445,0
